CODCANDIDATO,serie,categoria,linguagens,matematica,ciencias_humanas,ciencias_natureza,concluiu_fundamental,concluiu_medio,concluiu_prova_unica
24553804,8.0,fundamental,True,True,False,False,True,False,True
24553809,8.0,fundamental,True,True,False,False,True,False,True
24553812,8.0,fundamental,False,False,False,False,False,False,False
24553814,8.0,fundamental,False,False,False,False,False,False,False
24553819,1.0,medio,False,False,False,False,False,False,False
24553820,8.0,fundamental,True,True,False,False,True,False,True
24553831,8.0,fundamental,True,True,False,False,True,False,True
24553834,8.0,fundamental,True,True,False,False,True,False,True
24553847,8.0,fundamental,True,True,False,False,True,False,True
24553851,8.0,fundamental,True,True,False,False,True,False,True
24553860,8.0,fundamental,False,False,False,False,False,False,False
24553884,8.0,fundamental,True,True,False,False,True,False,True
24553898,1.0,medio,True,True,True,True,False,True,True
24553913,8.0,fundamental,False,False,False,False,False,False,False
24553914,8.0,fundamental,True,True,False,False,True,False,True
24553929,8.0,fundamental,False,False,False,False,False,False,False
24553935,1.0,medio,True,True,True,True,False,True,True
24553939,8.0,fundamental,True,True,False,False,True,False,True
24553949,8.0,fundamental,True,True,False,False,True,False,True
24553961,8.0,fundamental,True,True,False,False,True,False,True
24553968,8.0,fundamental,False,False,False,False,False,False,False
24553987,8.0,fundamental,True,True,False,False,True,False,True
24553993,8.0,fundamental,True,True,False,False,True,False,True
24554001,8.0,fundamental,True,True,False,False,True,False,True
24554020,8.0,fundamental,True,True,False,False,True,False,True
24554048,8.0,fundamental,True,True,False,False,True,False,True
24554054,8.0,fundamental,True,False,False,False,False,False,False
24554063,8.0,fundamental,False,False,False,False,False,False,False
24554072,8.0,fundamental,False,False,False,False,False,False,False
24554081,8.0,fundamental,True,True,False,False,True,False,True
24554082,8.0,fundamental,True,True,False,False,True,False,True
24554086,8.0,fundamental,True,True,False,False,True,False,True
24554111,8.0,fundamental,False,False,False,False,False,False,False
24554113,8.0,fundamental,True,True,False,False,True,False,True
24554136,8.0,fundamental,True,True,False,False,True,False,True
24554147,8.0,fundamental,True,True,False,False,True,False,True
24554154,8.0,fundamental,True,True,False,False,True,False,True
24554157,8.0,fundamental,True,True,False,False,True,False,True
24554166,1.0,medio,True,True,True,True,False,True,True
24554171,8.0,fundamental,True,True,False,False,True,False,True
24554177,1.0,medio,True,True,True,True,False,True,True
24554187,8.0,fundamental,True,True,False,False,True,False,True
24554191,8.0,fundamental,True,True,False,False,True,False,True
24554208,8.0,fundamental,True,True,False,False,True,False,True
24554218,8.0,fundamental,True,True,False,False,True,False,True
24554239,8.0,fundamental,False,False,False,False,False,False,False
24554271,8.0,fundamental,True,True,False,False,True,False,True
24554284,8.0,fundamental,True,True,False,False,True,False,True
24554291,8.0,fundamental,False,False,False,False,False,False,False
24554303,1.0,medio,True,True,True,True,False,True,True
24554307,8.0,fundamental,True,True,False,False,True,False,True
24554318,1.0,medio,False,False,False,False,False,False,False
24554340,8.0,fundamental,True,True,False,False,True,False,True
24554347,8.0,fundamental,True,True,False,False,True,False,True
24554357,8.0,fundamental,True,True,False,False,True,False,True
24554358,8.0,fundamental,True,True,False,False,True,False,True
24554360,8.0,fundamental,True,True,False,False,True,False,True
24554366,1.0,medio,True,True,True,True,False,True,True
24554371,8.0,fundamental,True,True,False,False,True,False,True
24554377,8.0,fundamental,True,True,False,False,True,False,True
24554378,8.0,fundamental,True,True,False,False,True,False,True
24554379,8.0,fundamental,True,True,False,False,True,False,True
24554384,8.0,fundamental,True,True,False,False,True,False,True
24554387,8.0,fundamental,True,True,False,False,True,False,True
24554414,8.0,fundamental,True,True,False,False,True,False,True
24554416,8.0,fundamental,True,True,False,False,True,False,True
24554439,8.0,fundamental,True,True,False,False,True,False,True
24554452,8.0,fundamental,True,True,False,False,True,False,True
24554455,8.0,fundamental,True,True,False,False,True,False,True
24554456,8.0,fundamental,True,True,False,False,True,False,True
24554458,8.0,fundamental,True,True,False,False,True,False,True
24554461,8.0,fundamental,True,True,False,False,True,False,True
24554468,8.0,fundamental,False,False,False,False,False,False,False
24554470,8.0,fundamental,True,True,False,False,True,False,True
24554474,8.0,fundamental,False,False,False,False,False,False,False
24554481,8.0,fundamental,True,True,False,False,True,False,True
24554482,8.0,fundamental,True,True,False,False,True,False,True
24554486,8.0,fundamental,True,True,False,False,True,False,True
24554490,8.0,fundamental,True,True,False,False,True,False,True
24554497,8.0,fundamental,True,True,False,False,True,False,True
24554512,1.0,medio,True,True,True,True,False,True,True
24554515,8.0,fundamental,False,False,False,False,False,False,False
24554520,8.0,fundamental,False,False,False,False,False,False,False
24554532,8.0,fundamental,True,True,False,False,True,False,True
24554547,8.0,fundamental,True,True,False,False,True,False,True
24554559,8.0,fundamental,True,True,False,False,True,False,True
24554561,8.0,fundamental,True,True,False,False,True,False,True
24554572,8.0,fundamental,True,True,False,False,True,False,True
24554593,8.0,fundamental,True,True,False,False,True,False,True
24554604,8.0,fundamental,True,True,False,False,True,False,True
24554606,8.0,fundamental,False,False,False,False,False,False,False
24554625,8.0,fundamental,True,True,False,False,True,False,True
24554633,8.0,fundamental,True,True,False,False,True,False,True
24554637,8.0,fundamental,False,False,False,False,False,False,False
24554641,1.0,medio,True,True,True,True,False,True,True
24554653,8.0,fundamental,True,True,False,False,True,False,True
24554654,1.0,medio,True,True,True,True,False,True,True
24554656,1.0,medio,False,False,False,False,False,False,False
24554675,8.0,fundamental,True,True,False,False,True,False,True
24554686,8.0,fundamental,True,True,False,False,True,False,True
24554705,8.0,fundamental,True,True,False,False,True,False,True
24554710,8.0,fundamental,True,True,False,False,True,False,True
24554711,8.0,fundamental,True,True,False,False,True,False,True
24554719,8.0,fundamental,True,True,False,False,True,False,True
24554730,8.0,fundamental,True,False,False,False,False,False,False
24554743,8.0,fundamental,True,True,False,False,True,False,True
24554750,8.0,fundamental,False,False,False,False,False,False,False
24554758,8.0,fundamental,True,True,False,False,True,False,True
24554767,8.0,fundamental,True,True,False,False,True,False,True
24554769,8.0,fundamental,True,True,False,False,True,False,True
24554784,8.0,fundamental,True,True,False,False,True,False,True
24554788,8.0,fundamental,True,True,False,False,True,False,True
24554797,8.0,fundamental,False,False,False,False,False,False,False
24554811,8.0,fundamental,False,False,False,False,False,False,False
24554850,8.0,fundamental,True,True,False,False,True,False,True
24554861,8.0,fundamental,True,True,False,False,True,False,True
24554865,8.0,fundamental,True,True,False,False,True,False,True
24554866,8.0,fundamental,True,True,False,False,True,False,True
24554880,8.0,fundamental,True,True,False,False,True,False,True
24554917,8.0,fundamental,True,True,False,False,True,False,True
24554927,8.0,fundamental,True,True,False,False,True,False,True
24554941,8.0,fundamental,True,True,False,False,True,False,True
24554943,8.0,fundamental,False,False,False,False,False,False,False
24554960,8.0,fundamental,True,False,False,False,False,False,False
24554965,8.0,fundamental,True,True,False,False,True,False,True
24554968,8.0,fundamental,True,True,False,False,True,False,True
24554971,8.0,fundamental,True,True,False,False,True,False,True
24554976,8.0,fundamental,True,True,False,False,True,False,True
24554984,8.0,fundamental,True,True,False,False,True,False,True
24555001,8.0,fundamental,True,True,False,False,True,False,True
24555017,8.0,fundamental,True,True,False,False,True,False,True
24555023,8.0,fundamental,True,True,False,False,True,False,True
24555056,8.0,fundamental,True,True,False,False,True,False,True
24555063,8.0,fundamental,True,True,False,False,True,False,True
24555075,8.0,fundamental,True,True,False,False,True,False,True
24555081,8.0,fundamental,True,True,False,False,True,False,True
24555111,8.0,fundamental,True,True,False,False,True,False,True
24555116,8.0,fundamental,True,True,False,False,True,False,True
24555124,8.0,fundamental,True,True,False,False,True,False,True
24555136,8.0,fundamental,True,True,False,False,True,False,True
24555137,8.0,fundamental,False,False,False,False,False,False,False
24555145,8.0,fundamental,True,True,False,False,True,False,True
24555157,8.0,fundamental,True,True,False,False,True,False,True
24555172,8.0,fundamental,True,True,False,False,True,False,True
24555182,8.0,fundamental,True,True,False,False,True,False,True
24555220,8.0,fundamental,False,False,False,False,False,False,False
24555229,8.0,fundamental,True,True,False,False,True,False,True
24555236,8.0,fundamental,True,True,False,False,True,False,True
24555237,8.0,fundamental,True,True,False,False,True,False,True
24555238,8.0,fundamental,True,True,False,False,True,False,True
24555255,8.0,fundamental,True,True,False,False,True,False,True
24555289,8.0,fundamental,True,True,False,False,True,False,True
24555291,8.0,fundamental,True,True,False,False,True,False,True
24555305,8.0,fundamental,True,True,False,False,True,False,True
24555315,8.0,fundamental,True,True,False,False,True,False,True
24555320,8.0,fundamental,True,True,False,False,True,False,True
24555341,8.0,fundamental,True,True,False,False,True,False,True
24555345,8.0,fundamental,True,True,False,False,True,False,True
24555350,8.0,fundamental,True,True,False,False,True,False,True
24555358,8.0,fundamental,False,False,False,False,False,False,False
24555370,8.0,fundamental,True,True,False,False,True,False,True
24555376,8.0,fundamental,True,True,False,False,True,False,True
24555386,8.0,fundamental,True,True,False,False,True,False,True
24555393,8.0,fundamental,False,False,False,False,False,False,False
24555398,8.0,fundamental,False,False,False,False,False,False,False
24555401,8.0,fundamental,True,True,False,False,True,False,True
24555407,8.0,fundamental,True,True,False,False,True,False,True
24555419,8.0,fundamental,False,False,False,False,False,False,False
24555421,8.0,fundamental,True,True,False,False,True,False,True
24555426,8.0,fundamental,True,True,False,False,True,False,True
24555444,8.0,fundamental,True,False,False,False,False,False,False
24555447,8.0,fundamental,True,True,False,False,True,False,True
24555449,8.0,fundamental,True,True,False,False,True,False,True
24555463,8.0,fundamental,True,True,False,False,True,False,True
24555479,8.0,fundamental,True,True,False,False,True,False,True
24555484,8.0,fundamental,True,True,False,False,True,False,True
24555501,8.0,fundamental,True,True,False,False,True,False,True
24555504,8.0,fundamental,True,True,False,False,True,False,True
24555533,8.0,fundamental,False,False,False,False,False,False,False
24555548,8.0,fundamental,True,True,False,False,True,False,True
24555550,8.0,fundamental,True,True,False,False,True,False,True
24555552,8.0,fundamental,True,True,False,False,True,False,True
24555566,1.0,medio,False,False,False,False,False,False,False
24555579,8.0,fundamental,True,True,False,False,True,False,True
24555588,8.0,fundamental,True,True,False,False,True,False,True
24555600,8.0,fundamental,True,True,False,False,True,False,True
24555637,8.0,fundamental,True,True,False,False,True,False,True
24555703,8.0,fundamental,True,True,False,False,True,False,True
24555704,8.0,fundamental,True,True,False,False,True,False,True
24555707,8.0,fundamental,True,True,False,False,True,False,True
24555724,1.0,medio,True,True,True,True,False,True,True
24555729,8.0,fundamental,False,False,False,False,False,False,False
24555732,8.0,fundamental,True,True,False,False,True,False,True
24555749,8.0,fundamental,True,True,False,False,True,False,True
24555752,8.0,fundamental,True,True,False,False,True,False,True
24555758,8.0,fundamental,False,False,False,False,False,False,False
24555768,8.0,fundamental,True,True,False,False,True,False,True
24555771,8.0,fundamental,True,True,False,False,True,False,True
24555777,8.0,fundamental,True,True,False,False,True,False,True
24555786,8.0,fundamental,False,False,False,False,False,False,False
24555788,8.0,fundamental,True,True,False,False,True,False,True
24555799,8.0,fundamental,True,True,False,False,True,False,True
24555815,8.0,fundamental,True,True,False,False,True,False,True
24555830,8.0,fundamental,True,True,False,False,True,False,True
24555834,1.0,medio,False,False,False,False,False,False,False
24555839,8.0,fundamental,True,True,False,False,True,False,True
24555851,8.0,fundamental,False,False,False,False,False,False,False
24555853,8.0,fundamental,True,True,False,False,True,False,True
24555854,8.0,fundamental,True,True,False,False,True,False,True
24555857,8.0,fundamental,True,True,False,False,True,False,True
24555858,8.0,fundamental,True,True,False,False,True,False,True
24555859,8.0,fundamental,True,True,False,False,True,False,True
24555862,8.0,fundamental,False,False,False,False,False,False,False
24555869,8.0,fundamental,True,True,False,False,True,False,True
24555878,8.0,fundamental,False,False,False,False,False,False,False
24555888,8.0,fundamental,True,True,False,False,True,False,True
24555890,1.0,medio,True,True,True,True,False,True,True
24555895,8.0,fundamental,True,True,False,False,True,False,True
24555919,8.0,fundamental,True,True,False,False,True,False,True
24555943,8.0,fundamental,False,False,False,False,False,False,False
24555947,8.0,fundamental,True,True,False,False,True,False,True
24555950,8.0,fundamental,False,False,False,False,False,False,False
24555958,8.0,fundamental,True,True,False,False,True,False,True
24555961,8.0,fundamental,False,False,False,False,False,False,False
24555966,8.0,fundamental,True,True,False,False,True,False,True
24555969,8.0,fundamental,True,True,False,False,True,False,True
24555979,8.0,fundamental,False,False,False,False,False,False,False
24555999,1.0,medio,True,True,True,True,False,True,True
24556001,1.0,medio,False,False,False,False,False,False,False
24556078,8.0,fundamental,True,True,False,False,True,False,True
24556080,8.0,fundamental,True,True,False,False,True,False,True
24556081,8.0,fundamental,True,True,False,False,True,False,True
24556087,8.0,fundamental,False,False,False,False,False,False,False
24556091,8.0,fundamental,True,True,False,False,True,False,True
24556094,8.0,fundamental,True,True,False,False,True,False,True
24556110,8.0,fundamental,True,True,False,False,True,False,True
24556111,8.0,fundamental,True,True,False,False,True,False,True
24556122,8.0,fundamental,True,True,False,False,True,False,True
24556134,8.0,fundamental,False,False,False,False,False,False,False
24556141,8.0,fundamental,False,False,False,False,False,False,False
24556153,8.0,fundamental,True,True,False,False,True,False,True
24556168,8.0,fundamental,True,True,False,False,True,False,True
24556181,8.0,fundamental,True,True,False,False,True,False,True
24556188,8.0,fundamental,True,True,False,False,True,False,True
24556199,8.0,fundamental,True,True,False,False,True,False,True
24556204,8.0,fundamental,True,False,False,False,False,False,False
24556208,8.0,fundamental,True,True,False,False,True,False,True
24556221,8.0,fundamental,True,True,False,False,True,False,True
24556238,8.0,fundamental,True,True,False,False,True,False,True
24556256,1.0,medio,False,False,False,False,False,False,False
24556270,8.0,fundamental,False,False,False,False,False,False,False
24556289,8.0,fundamental,True,True,False,False,True,False,True
24556290,8.0,fundamental,True,True,False,False,True,False,True
24556310,8.0,fundamental,True,True,False,False,True,False,True
24556322,8.0,fundamental,True,True,False,False,True,False,True
24556323,8.0,fundamental,True,True,False,False,True,False,True
24556334,8.0,fundamental,True,True,False,False,True,False,True
24556344,8.0,fundamental,False,False,False,False,False,False,False
24556368,8.0,fundamental,False,False,False,False,False,False,False
24556369,8.0,fundamental,True,True,False,False,True,False,True
24556374,8.0,fundamental,True,True,False,False,True,False,True
24556376,8.0,fundamental,True,True,False,False,True,False,True
24556384,1.0,medio,False,False,False,False,False,False,False
24556387,8.0,fundamental,True,True,False,False,True,False,True
24556400,8.0,fundamental,True,True,False,False,True,False,True
24556403,8.0,fundamental,True,True,False,False,True,False,True
24556476,8.0,fundamental,True,True,False,False,True,False,True
24556477,1.0,medio,False,False,False,False,False,False,False
24556492,8.0,fundamental,True,True,False,False,True,False,True
24556497,8.0,fundamental,True,True,False,False,True,False,True
24556515,8.0,fundamental,True,True,False,False,True,False,True
24556519,8.0,fundamental,True,True,False,False,True,False,True
24556549,8.0,fundamental,True,True,False,False,True,False,True
24556553,8.0,fundamental,True,True,False,False,True,False,True
24556564,8.0,fundamental,False,False,False,False,False,False,False
24556587,8.0,fundamental,True,True,False,False,True,False,True
24556601,8.0,fundamental,False,False,False,False,False,False,False
24556622,8.0,fundamental,True,True,False,False,True,False,True
24556651,8.0,fundamental,False,False,False,False,False,False,False
24556660,8.0,fundamental,True,True,False,False,True,False,True
24556666,8.0,fundamental,True,True,False,False,True,False,True
24559909,9.0,fundamental,True,True,False,False,True,False,True
24559912,9.0,fundamental,True,False,False,False,False,False,False
24559913,9.0,fundamental,True,True,False,False,True,False,True
24559916,9.0,fundamental,True,True,False,False,True,False,True
24559919,9.0,fundamental,True,True,False,False,True,False,True
24559920,9.0,fundamental,True,True,False,False,True,False,True
24559921,9.0,fundamental,True,True,False,False,True,False,True
24559922,9.0,fundamental,True,True,False,False,True,False,True
24559923,9.0,fundamental,True,True,False,False,True,False,True
24559924,9.0,fundamental,True,True,False,False,True,False,True
24559925,9.0,fundamental,True,True,False,False,True,False,True
24559928,9.0,fundamental,True,True,False,False,True,False,True
24559929,9.0,fundamental,False,False,False,False,False,False,False
24559930,9.0,fundamental,True,True,False,False,True,False,True
24559932,9.0,fundamental,False,False,False,False,False,False,False
24559935,9.0,fundamental,True,True,False,False,True,False,True
24559936,9.0,fundamental,True,True,False,False,True,False,True
24559937,9.0,fundamental,True,True,False,False,True,False,True
24559940,9.0,fundamental,True,False,False,False,False,False,False
24559943,9.0,fundamental,True,True,False,False,True,False,True
24559944,9.0,fundamental,True,True,False,False,True,False,True
24559946,9.0,fundamental,True,True,False,False,True,False,True
24559947,9.0,fundamental,True,True,False,False,True,False,True
24559948,9.0,fundamental,True,True,False,False,True,False,True
24559949,9.0,fundamental,True,True,False,False,True,False,True
24559950,9.0,fundamental,True,True,False,False,True,False,True
24559951,9.0,fundamental,True,True,False,False,True,False,True
24559954,9.0,fundamental,True,True,False,False,True,False,True
24559955,2.0,medio,True,True,True,True,False,True,True
24559956,9.0,fundamental,True,True,False,False,True,False,True
24559957,9.0,fundamental,True,True,False,False,True,False,True
24559958,9.0,fundamental,True,True,False,False,True,False,True
24559959,9.0,fundamental,True,True,False,False,True,False,True
24559961,9.0,fundamental,True,True,False,False,True,False,True
24559962,9.0,fundamental,True,False,False,False,False,False,False
24559964,9.0,fundamental,True,True,False,False,True,False,True
24559966,9.0,fundamental,True,True,False,False,True,False,True
24559970,9.0,fundamental,True,True,False,False,True,False,True
24559971,9.0,fundamental,True,True,False,False,True,False,True
24559974,9.0,fundamental,True,True,False,False,True,False,True
24559975,9.0,fundamental,True,True,False,False,True,False,True
24559976,9.0,fundamental,True,True,False,False,True,False,True
24559977,9.0,fundamental,True,True,False,False,True,False,True
24559978,9.0,fundamental,True,True,False,False,True,False,True
24559980,9.0,fundamental,True,True,False,False,True,False,True
24559983,9.0,fundamental,True,True,False,False,True,False,True
24559984,9.0,fundamental,True,True,False,False,True,False,True
24559986,9.0,fundamental,True,True,False,False,True,False,True
24559987,9.0,fundamental,True,True,False,False,True,False,True
24559988,9.0,fundamental,True,True,False,False,True,False,True
24559989,9.0,fundamental,True,True,False,False,True,False,True
24559992,9.0,fundamental,True,True,False,False,True,False,True
24559993,9.0,fundamental,True,True,False,False,True,False,True
24559995,9.0,fundamental,True,True,False,False,True,False,True
24559996,9.0,fundamental,True,True,False,False,True,False,True
24559997,9.0,fundamental,True,True,False,False,True,False,True
24559998,9.0,fundamental,True,True,False,False,True,False,True
24559999,9.0,fundamental,False,False,False,False,False,False,False
24560000,9.0,fundamental,True,True,False,False,True,False,True
24560001,9.0,fundamental,False,False,False,False,False,False,False
24560002,9.0,fundamental,True,True,False,False,True,False,True
24560004,9.0,fundamental,True,False,False,False,False,False,False
24560005,9.0,fundamental,True,True,False,False,True,False,True
24560006,9.0,fundamental,True,True,False,False,True,False,True
24560007,9.0,fundamental,True,True,False,False,True,False,True
24560008,9.0,fundamental,True,True,False,False,True,False,True
24560014,9.0,fundamental,True,True,False,False,True,False,True
24560015,9.0,fundamental,True,True,False,False,True,False,True
24560016,9.0,fundamental,True,True,False,False,True,False,True
24560017,9.0,fundamental,True,True,False,False,True,False,True
24560018,9.0,fundamental,True,True,False,False,True,False,True
24560019,9.0,fundamental,True,True,False,False,True,False,True
24560020,9.0,fundamental,True,True,False,False,True,False,True
24560024,9.0,fundamental,True,True,False,False,True,False,True
24560025,9.0,fundamental,True,True,False,False,True,False,True
24560026,9.0,fundamental,True,True,False,False,True,False,True
24560027,9.0,fundamental,True,True,False,False,True,False,True
24560029,9.0,fundamental,True,True,False,False,True,False,True
24560030,9.0,fundamental,True,True,False,False,True,False,True
24560032,9.0,fundamental,True,True,False,False,True,False,True
24560033,9.0,fundamental,True,True,False,False,True,False,True
24560034,9.0,fundamental,True,True,False,False,True,False,True
24560035,9.0,fundamental,True,False,False,False,False,False,False
24560036,9.0,fundamental,True,True,False,False,True,False,True
24560037,9.0,fundamental,True,True,False,False,True,False,True
24560038,9.0,fundamental,True,False,False,False,False,False,False
24560039,9.0,fundamental,True,True,False,False,True,False,True
24560041,9.0,fundamental,False,False,False,False,False,False,False
24560044,9.0,fundamental,True,True,False,False,True,False,True
24560045,9.0,fundamental,True,True,False,False,True,False,True
24560046,9.0,fundamental,True,True,False,False,True,False,True
24560048,9.0,fundamental,True,True,False,False,True,False,True
24560051,9.0,fundamental,True,True,False,False,True,False,True
24560053,9.0,fundamental,True,True,False,False,True,False,True
24560056,2.0,medio,True,True,True,True,False,True,True
24560058,9.0,fundamental,True,True,False,False,True,False,True
24560059,9.0,fundamental,True,True,False,False,True,False,True
24560060,9.0,fundamental,True,True,False,False,True,False,True
24560061,9.0,fundamental,True,True,False,False,True,False,True
24560063,9.0,fundamental,True,True,False,False,True,False,True
24560065,9.0,fundamental,True,True,False,False,True,False,True
24560066,9.0,fundamental,True,True,False,False,True,False,True
24560069,9.0,fundamental,True,True,False,False,True,False,True
24560071,9.0,fundamental,True,True,False,False,True,False,True
24560074,9.0,fundamental,True,True,False,False,True,False,True
24560076,9.0,fundamental,True,True,False,False,True,False,True
24560078,9.0,fundamental,True,True,False,False,True,False,True
24560079,9.0,fundamental,True,True,False,False,True,False,True
24560080,9.0,fundamental,True,True,False,False,True,False,True
24560084,9.0,fundamental,True,True,False,False,True,False,True
24560085,9.0,fundamental,True,True,False,False,True,False,True
24560086,9.0,fundamental,True,True,False,False,True,False,True
24560087,9.0,fundamental,True,True,False,False,True,False,True
24560088,9.0,fundamental,True,True,False,False,True,False,True
24560090,9.0,fundamental,True,True,False,False,True,False,True
24560092,9.0,fundamental,True,True,False,False,True,False,True
24560093,9.0,fundamental,False,False,False,False,False,False,False
24560094,9.0,fundamental,True,True,False,False,True,False,True
24560095,9.0,fundamental,True,True,False,False,True,False,True
24560096,9.0,fundamental,True,True,False,False,True,False,True
24560097,9.0,fundamental,True,True,False,False,True,False,True
24560098,9.0,fundamental,True,True,False,False,True,False,True
24560099,9.0,fundamental,True,True,False,False,True,False,True
24560100,9.0,fundamental,True,True,False,False,True,False,True
24560101,9.0,fundamental,True,True,False,False,True,False,True
24560102,9.0,fundamental,True,True,False,False,True,False,True
24560105,9.0,fundamental,True,True,False,False,True,False,True
24560108,9.0,fundamental,True,True,False,False,True,False,True
24560110,9.0,fundamental,True,True,False,False,True,False,True
24560111,9.0,fundamental,True,True,False,False,True,False,True
24560112,9.0,fundamental,True,True,False,False,True,False,True
24560113,9.0,fundamental,True,False,False,False,False,False,False
24560114,9.0,fundamental,True,True,False,False,True,False,True
24560115,9.0,fundamental,True,True,False,False,True,False,True
24560116,9.0,fundamental,True,True,False,False,True,False,True
24560118,9.0,fundamental,True,True,False,False,True,False,True
24560119,9.0,fundamental,False,False,False,False,False,False,False
24560127,9.0,fundamental,True,True,False,False,True,False,True
24560128,9.0,fundamental,True,True,False,False,True,False,True
24560129,9.0,fundamental,True,True,False,False,True,False,True
24560131,9.0,fundamental,False,False,False,False,False,False,False
24560133,9.0,fundamental,True,True,False,False,True,False,True
24560134,9.0,fundamental,True,True,False,False,True,False,True
24560135,9.0,fundamental,True,True,False,False,True,False,True
24560136,9.0,fundamental,True,True,False,False,True,False,True
24560137,9.0,fundamental,True,True,False,False,True,False,True
24560138,9.0,fundamental,True,True,False,False,True,False,True
24560140,9.0,fundamental,True,True,False,False,True,False,True
24560141,9.0,fundamental,True,True,False,False,True,False,True
24560143,9.0,fundamental,True,True,False,False,True,False,True
24560144,9.0,fundamental,True,True,False,False,True,False,True
24560147,9.0,fundamental,True,True,False,False,True,False,True
24560148,9.0,fundamental,True,True,False,False,True,False,True
24560149,9.0,fundamental,True,True,False,False,True,False,True
24560150,9.0,fundamental,True,True,False,False,True,False,True
24560151,9.0,fundamental,True,True,False,False,True,False,True
24560153,9.0,fundamental,True,True,False,False,True,False,True
24560154,9.0,fundamental,False,False,False,False,False,False,False
24560157,9.0,fundamental,True,True,False,False,True,False,True
24560158,9.0,fundamental,True,True,False,False,True,False,True
24560160,9.0,fundamental,True,True,False,False,True,False,True
24560162,9.0,fundamental,True,True,False,False,True,False,True
24560164,9.0,fundamental,True,True,False,False,True,False,True
24560165,9.0,fundamental,True,True,False,False,True,False,True
24560167,9.0,fundamental,True,True,False,False,True,False,True
24560168,9.0,fundamental,True,True,False,False,True,False,True
24560170,9.0,fundamental,True,True,False,False,True,False,True
24560171,9.0,fundamental,True,True,False,False,True,False,True
24560173,9.0,fundamental,True,True,False,False,True,False,True
24560174,9.0,fundamental,True,True,False,False,True,False,True
24560175,9.0,fundamental,True,True,False,False,True,False,True
24560176,9.0,fundamental,False,False,False,False,False,False,False
24560177,9.0,fundamental,True,True,False,False,True,False,True
24560178,9.0,fundamental,True,True,False,False,True,False,True
24560180,9.0,fundamental,True,True,False,False,True,False,True
24560182,9.0,fundamental,True,True,False,False,True,False,True
24560183,9.0,fundamental,True,True,False,False,True,False,True
24560186,9.0,fundamental,True,True,False,False,True,False,True
24560188,9.0,fundamental,False,False,False,False,False,False,False
24560190,9.0,fundamental,True,True,False,False,True,False,True
24560194,9.0,fundamental,True,True,False,False,True,False,True
24560195,9.0,fundamental,True,True,False,False,True,False,True
24560196,9.0,fundamental,True,True,False,False,True,False,True
24560200,9.0,fundamental,True,True,False,False,True,False,True
24560201,9.0,fundamental,True,True,False,False,True,False,True
24560202,9.0,fundamental,True,True,False,False,True,False,True
24560203,9.0,fundamental,True,True,False,False,True,False,True
24560204,9.0,fundamental,True,True,False,False,True,False,True
24560206,9.0,fundamental,True,True,False,False,True,False,True
24560207,9.0,fundamental,True,True,False,False,True,False,True
24560208,9.0,fundamental,True,True,False,False,True,False,True
24560209,9.0,fundamental,True,True,False,False,True,False,True
24560210,9.0,fundamental,True,False,False,False,False,False,False
24560211,9.0,fundamental,True,True,False,False,True,False,True
24560212,9.0,fundamental,True,True,False,False,True,False,True
24560213,9.0,fundamental,True,True,False,False,True,False,True
24560214,9.0,fundamental,True,True,False,False,True,False,True
24560215,9.0,fundamental,True,True,False,False,True,False,True
24560216,9.0,fundamental,True,True,False,False,True,False,True
24560218,9.0,fundamental,True,True,False,False,True,False,True
24560219,9.0,fundamental,True,True,False,False,True,False,True
24560220,9.0,fundamental,True,True,False,False,True,False,True
24560221,9.0,fundamental,True,True,False,False,True,False,True
24560222,2.0,medio,True,True,True,True,False,True,True
24560223,9.0,fundamental,True,True,False,False,True,False,True
24560224,9.0,fundamental,True,True,False,False,True,False,True
24560225,9.0,fundamental,False,False,False,False,False,False,False
24560226,9.0,fundamental,True,True,False,False,True,False,True
24560227,9.0,fundamental,True,True,False,False,True,False,True
24560230,9.0,fundamental,True,True,False,False,True,False,True
24560231,9.0,fundamental,True,True,False,False,True,False,True
24560233,9.0,fundamental,True,True,False,False,True,False,True
24560234,9.0,fundamental,True,True,False,False,True,False,True
24560235,9.0,fundamental,True,True,False,False,True,False,True
24560237,9.0,fundamental,True,True,False,False,True,False,True
24560238,9.0,fundamental,True,True,False,False,True,False,True
24560241,9.0,fundamental,True,True,False,False,True,False,True
24560242,9.0,fundamental,True,True,False,False,True,False,True
24560245,9.0,fundamental,True,True,False,False,True,False,True
24560246,9.0,fundamental,False,False,False,False,False,False,False
24560247,9.0,fundamental,True,True,False,False,True,False,True
24560248,9.0,fundamental,False,False,False,False,False,False,False
24560251,9.0,fundamental,True,True,False,False,True,False,True
24560253,9.0,fundamental,True,True,False,False,True,False,True
24560254,9.0,fundamental,True,True,False,False,True,False,True
24560255,9.0,fundamental,True,True,False,False,True,False,True
24560258,9.0,fundamental,True,True,False,False,True,False,True
24560259,9.0,fundamental,True,True,False,False,True,False,True
24560260,9.0,fundamental,True,True,False,False,True,False,True
24560261,9.0,fundamental,True,True,False,False,True,False,True
24560262,9.0,fundamental,True,True,False,False,True,False,True
24560263,9.0,fundamental,False,False,False,False,False,False,False
24560264,9.0,fundamental,True,True,False,False,True,False,True
24560266,9.0,fundamental,False,False,False,False,False,False,False
24560268,9.0,fundamental,True,True,False,False,True,False,True
24560269,9.0,fundamental,True,True,False,False,True,False,True
